Time,Altitude,Velocity
11.8,199766,-39.313
11.9,199762,-39.6462
12,199758,-39.9794
12.1,199754,-40.3126
12.2,199750,-40.6458
12.3,199746,-40.979
12.4,199742,-41.3122
12.5,199738,-41.6454
12.6,199733,-41.9786
12.7,199729,-42.3118
12.8,199725,-42.6449
12.9,199721,-42.9781
13,199716,-43.3113
13.1,199712,-43.6445
13.2,199708,-43.9777
13.3,199703,-44.3109
13.4,199699,-44.6441
13.5,199694,-44.9773
13.6,199690,-45.3106
13.7,199685,-45.6438
13.8,199680,-45.977
13.9,199676,-46.3102
14,199671,-46.6434
14.1,199666,-46.9766
14.2,199662,-47.3098
14.3,199657,-47.643
14.4,199652,-47.9762
14.5,199647,-48.3094
14.6,199642,-48.6426
14.7,199638,-48.9758
14.8,199633,-49.3091
14.9,199628,-49.6423
15,199623,-49.9755
15.1,199618,-50.3087
15.2,199613,-50.6419
15.3,199608,-50.9751
15.4,199602,-51.3084
15.5,199597,-51.6416
15.6,199592,-51.9748
15.7,199587,-52.308
15.8,199582,-52.6413
15.9,199576,-52.9745
16,199571,-53.3077
16.1,199566,-53.6409
16.2,199560,-53.9742
16.3,199555,-54.3074
16.4,199549,-54.6406
16.5,199544,-54.9738
16.6,199538,-55.3071
16.7,199533,-55.6403
16.8,199527,-55.9735
16.9,199521,-56.3068
17,199516,-56.64
17.1,199510,-56.9733
17.2,199504,-57.3065
17.3,199499,-57.6397
17.4,199493,-57.973
17.5,199487,-58.3062
17.6,199481,-58.6395
17.7,199475,-58.9727
17.8,199469,-59.3059
17.9,199463,-59.6392
18,199457,-59.9724
18.1,199451,-60.3057
18.2,199445,-60.6389
18.3,199439,-60.9722
18.4,199433,-61.3054
18.5,199427,-61.6387
18.6,199421,-61.9719
18.7,199414,-62.3052
18.8,199408,-62.6384
18.9,199402,-62.9717
19,199395,-63.305
19.1,199389,-63.6382
19.2,199383,-63.9715
19.3,199376,-64.3047
19.4,199370,-64.638
19.5,199363,-64.9713
19.6,199357,-65.3045
19.7,199350,-65.6378
19.8,199344,-65.9711
19.9,199337,-66.3043
20,199330,-66.6376
20.1,199324,-66.9709
20.2,199317,-67.3041
20.3,199310,-67.6374
20.4,199303,-67.9707
20.5,199297,-68.304
20.6,199290,-68.6373
20.7,199283,-68.9705
20.8,199276,-69.3038
20.9,199269,-69.6371
21,199262,-69.9704
21.1,199255,-70.3037
21.2,199248,-70.6369
21.3,199241,-70.9702
21.4,199234,-71.3035
21.5,199226,-71.6368
21.6,199219,-71.9701
21.7,199212,-72.3034
21.8,199205,-72.6367
21.9,199197,-72.97
22,199190,-73.3033
22.1,199183,-73.6366
22.2,199175,-73.9699
22.3,199168,-74.3032
22.4,199160,-74.6365
22.5,199153,-74.9698
22.6,199145,-75.3031
22.7,199138,-75.6364
22.8,199130,-75.9697
22.9,199123,-76.303
23,199115,-76.6363
23.1,199107,-76.9696
23.2,199099,-77.3029
23.3,199092,-77.6362
23.4,199084,-77.9696
23.5,199076,-78.3029
23.6,199068,-78.6362
23.7,199060,-78.9695
23.8,199052,-79.3028
23.9,199044,-79.6362
24,199036,-79.9695
24.1,199028,-80.3028
24.2,199020,-80.6361
24.3,199012,-80.9695
24.4,199004,-81.3028
24.5,198996,-81.6361
24.6,198988,-81.9695
24.7,198980,-82.3028
24.8,198971,-82.6361
24.9,198963,-82.9695
25,198955,-83.3028
25.1,198946,-83.6362
25.2,198938,-83.9695
25.3,198929,-84.3028
25.4,198921,-84.6362
25.5,198912,-84.9695
25.6,198904,-85.3029
25.7,198895,-85.6362
25.8,198887,-85.9696
25.9,198878,-86.3029
26,198870,-86.6363
26.1,198861,-86.9697
26.2,198852,-87.303
26.3,198843,-87.6364
26.4,198835,-87.9697
26.5,198826,-88.3031
26.6,198817,-88.6365
26.7,198808,-88.9698
26.8,198799,-89.3032
26.9,198790,-89.6366
27,198781,-89.9699
27.1,198772,-90.3033
27.2,198763,-90.6367
27.3,198754,-90.9701
27.4,198745,-91.3034
27.5,198736,-91.6368
27.6,198726,-91.9702
27.7,198717,-92.3036
27.8,198708,-92.637
27.9,198699,-92.9704
28,198689,-93.3037
28.1,198680,-93.6371
28.2,198670,-93.9705
28.3,198661,-94.3039
28.4,198652,-94.6373
28.5,198642,-94.9707
28.6,198633,-95.3041
28.7,198623,-95.6375
28.8,198613,-95.9709
28.9,198604,-96.3043
29,198594,-96.6377
29.1,198584,-96.9711
29.2,198575,-97.3045
29.3,198565,-97.638
29.4,198555,-97.9714
29.5,198545,-98.3048
29.6,198535,-98.6382
29.7,198526,-98.9716
29.8,198516,-99.305
29.9,198506,-99.6385
30,198496,-99.9719
30.1,198486,-100.305
30.2,198476,-100.639
30.3,198465,-100.972
30.4,198455,-101.306
30.5,198445,-101.639
30.6,198435,-101.972
30.7,198425,-102.306
30.8,198414,-102.639
30.9,198404,-102.973
31,198394,-103.306
31.1,198383,-103.64
31.2,198373,-103.973
31.3,198363,-104.307
31.4,198352,-104.64
31.5,198342,-104.973
31.6,198331,-105.307
31.7,198321,-105.64
31.8,198310,-105.974
31.9,198299,-106.307
32,198289,-106.641
32.1,198278,-106.974
32.2,198267,-107.308
32.3,198256,-107.641
32.4,198246,-107.975
32.5,198235,-108.308
32.6,198224,-108.642
32.7,198213,-108.975
32.8,198202,-109.309
32.9,198191,-109.642
33,198180,-109.976
33.1,198169,-110.309
33.2,198158,-110.642
33.3,198147,-110.976
33.4,198136,-111.309
33.5,198125,-111.643
33.6,198114,-111.976
33.7,198102,-112.31
33.8,198091,-112.643
33.9,198080,-112.977
34,198068,-113.31
34.1,198057,-113.644
34.2,198046,-113.977
34.3,198034,-114.311
34.4,198023,-114.645
34.5,198011,-114.978
34.6,198000,-115.312
34.7,197988,-115.645
34.8,197977,-115.979
34.9,197965,-116.312
35,197953,-116.646
35.1,197942,-116.979
35.2,197930,-117.313
35.3,197918,-117.646
35.4,197906,-117.98
35.5,197894,-118.313
35.6,197883,-118.647
35.7,197871,-118.98
35.8,197859,-119.314
35.9,197847,-119.647
36,197835,-119.981
36.1,197823,-120.315
36.2,197811,-120.648
36.3,197799,-120.982
36.4,197786,-121.315
36.5,197774,-121.649
36.6,197762,-121.982
36.7,197750,-122.316
36.8,197738,-122.649
36.9,197725,-122.983
37,197713,-123.317
37.1,197701,-123.65
37.2,197688,-123.984
37.3,197676,-124.317
37.4,197663,-124.651
37.5,197651,-124.984
37.6,197638,-125.318
37.7,197626,-125.652
37.8,197613,-125.985
37.9,197600,-126.319
38,197588,-126.652
38.1,197575,-126.986
38.2,197562,-127.32
38.3,197550,-127.653
38.4,197537,-127.987
38.5,197524,-128.32
38.6,197511,-128.654
38.7,197498,-128.988
38.8,197485,-129.321
38.9,197472,-129.655
39,197459,-129.988
39.1,197446,-130.322
39.2,197433,-130.656
39.3,197420,-130.989
39.4,197407,-131.323
39.5,197394,-131.657
39.6,197381,-131.99
39.7,197367,-132.324
39.8,197354,-132.658
39.9,197341,-132.991
40,197327,-133.325
40.1,197314,-133.658
40.2,197301,-133.992
40.3,197287,-134.326
40.4,197274,-134.659
40.5,197260,-134.993
40.6,197247,-135.327
40.7,197233,-135.66
40.8,197220,-135.994
40.9,197206,-136.328
41,197192,-136.661
41.1,197179,-136.995
41.2,197165,-137.329
41.3,197151,-137.662
41.4,197137,-137.996
41.5,197124,-138.33
41.6,197110,-138.663
41.7,197096,-138.997
41.8,197082,-139.331
41.9,197068,-139.664
42,197054,-139.998
42.1,197040,-140.332
42.2,197026,-140.666
42.3,197012,-140.999
42.4,196998,-141.333
42.5,196983,-141.667
42.6,196969,-142
42.7,196955,-142.334
42.8,196941,-142.668
42.9,196926,-143.001
43,196912,-143.335
43.1,196898,-143.669
43.2,196883,-144.003
43.3,196869,-144.336
43.4,196854,-144.67
43.5,196840,-145.004
43.6,196825,-145.338
43.7,196811,-145.671
43.8,196796,-146.005
43.9,196782,-146.339
44,196767,-146.673
44.1,196752,-147.006
44.2,196737,-147.34
44.3,196723,-147.674
44.4,196708,-148.008
44.5,196693,-148.341
44.6,196678,-148.675
44.7,196663,-149.009
44.8,196648,-149.343
44.9,196633,-149.676
45,196618,-150.01
45.1,196603,-150.344
45.2,196588,-150.678
45.3,196573,-151.011
45.4,196558,-151.345
45.5,196543,-151.679
45.6,196528,-152.013
45.7,196512,-152.347
45.8,196497,-152.68
45.9,196482,-153.014
46,196466,-153.348
46.1,196451,-153.682
46.2,196436,-154.016
46.3,196420,-154.349
46.4,196405,-154.683
46.5,196389,-155.017
46.6,196374,-155.351
46.7,196358,-155.685
46.8,196343,-156.019
46.9,196327,-156.352
47,196311,-156.686
47.1,196296,-157.02
47.2,196280,-157.354
47.3,196264,-157.688
47.4,196248,-158.022
47.5,196232,-158.355
47.6,196217,-158.689
47.7,196201,-159.023
47.8,196185,-159.357
47.9,196169,-159.691
48,196153,-160.025
48.1,196137,-160.359
48.2,196121,-160.692
48.3,196105,-161.026
48.4,196088,-161.36
48.5,196072,-161.694
48.6,196056,-162.028
48.7,196040,-162.362
48.8,196024,-162.696
48.9,196007,-163.03
49,195991,-163.363
49.1,195975,-163.697
49.2,195958,-164.031
49.3,195942,-164.365
49.4,195925,-164.699
49.5,195909,-165.033
49.6,195892,-165.367
49.7,195876,-165.701
49.8,195859,-166.035
49.9,195842,-166.369
50,195826,-166.702
50.1,195809,-167.036
50.2,195792,-167.37
50.3,195776,-167.704
50.4,195759,-168.038
50.5,195742,-168.372
50.6,195725,-168.706
50.7,195708,-169.04
50.8,195691,-169.374
50.9,195674,-169.708
51,195657,-170.042
51.1,195640,-170.376
51.2,195623,-170.71
51.3,195606,-171.044
51.4,195589,-171.378
51.5,195572,-171.712
51.6,195554,-172.046
51.7,195537,-172.38
51.8,195520,-172.714
51.9,195503,-173.048
52,195485,-173.382
52.1,195468,-173.716
52.2,195451,-174.05
52.3,195433,-174.384
52.4,195416,-174.718
52.5,195398,-175.052
52.6,195381,-175.386
52.7,195363,-175.72
52.8,195345,-176.054
52.9,195328,-176.388
53,195310,-176.722
53.1,195292,-177.056
53.2,195275,-177.39
53.3,195257,-177.724
53.4,195239,-178.058
53.5,195221,-178.392
53.6,195203,-178.726
53.7,195185,-179.06
53.8,195168,-179.394
53.9,195150,-179.728
54,195132,-180.062
54.1,195113,-180.396
54.2,195095,-180.73
54.3,195077,-181.064
54.4,195059,-181.398
54.5,195041,-181.732
54.6,195023,-182.066
54.7,195005,-182.4
54.8,194986,-182.734
54.9,194968,-183.069
55,194950,-183.403
55.1,194931,-183.737
55.2,194913,-184.071
55.3,194894,-184.405
55.4,194876,-184.739
55.5,194857,-185.073
55.6,194839,-185.407
55.7,194820,-185.741
55.8,194802,-186.075
55.9,194783,-186.41
56,194764,-186.744
56.1,194746,-187.078
56.2,194727,-187.412
56.3,194708,-187.746
56.4,194689,-188.08
56.5,194671,-188.414
56.6,194652,-188.748
56.7,194633,-189.083
56.8,194614,-189.417
56.9,194595,-189.751
57,194576,-190.085
57.1,194557,-190.419
57.2,194538,-190.753
57.3,194519,-191.088
57.4,194499,-191.422
57.5,194480,-191.756
57.6,194461,-192.09
57.7,194442,-192.424
57.8,194423,-192.758
57.9,194403,-193.093
58,194384,-193.427
58.1,194365,-193.761
58.2,194345,-194.095
58.3,194326,-194.429
58.4,194306,-194.764
58.5,194287,-195.098
58.6,194267,-195.432
58.7,194248,-195.766
58.8,194228,-196.1
58.9,194208,-196.435
59,194189,-196.769
59.1,194169,-197.103
59.2,194149,-197.437
59.3,194129,-197.772
59.4,194110,-198.106
59.5,194090,-198.44
59.6,194070,-198.774
59.7,194050,-199.109
59.8,194030,-199.443
59.9,194010,-199.777
60,193990,-200.111
60.1,193970,-200.446
60.2,193950,-200.78
60.3,193930,-201.114
60.4,193910,-201.448
60.5,193889,-201.783
60.6,193869,-202.117
60.7,193849,-202.451
60.8,193829,-202.786
60.9,193808,-203.12
61,193788,-203.454
61.1,193768,-203.788
61.2,193747,-204.123
61.3,193727,-204.457
61.4,193706,-204.791
61.5,193686,-205.126
61.6,193665,-205.46
61.7,193645,-205.794
61.8,193624,-206.129
61.9,193603,-206.463
62,193583,-206.797
62.1,193562,-207.132
62.2,193541,-207.466
62.3,193521,-207.8
62.4,193500,-208.135
62.5,193479,-208.469
62.6,193458,-208.803
62.7,193437,-209.138
62.8,193416,-209.472
62.9,193395,-209.807
63,193374,-210.141
63.1,193353,-210.475
63.2,193332,-210.81
63.3,193311,-211.144
63.4,193290,-211.478
63.5,193269,-211.813
63.6,193247,-212.147
63.7,193226,-212.482
63.8,193205,-212.816
63.9,193183,-213.151
64,193162,-213.485
64.1,193141,-213.819
64.2,193119,-214.154
64.3,193098,-214.488
64.4,193076,-214.823
64.5,193055,-215.157
64.6,193033,-215.492
64.7,193012,-215.826
64.8,192990,-216.16
64.9,192969,-216.495
65,192947,-216.829
65.1,192925,-217.164
65.2,192903,-217.498
65.3,192882,-217.833
65.4,192860,-218.167
65.5,192838,-218.502
65.6,192816,-218.836
65.7,192794,-219.171
65.8,192772,-219.505
65.9,192750,-219.84
66,192728,-220.174
66.1,192706,-220.509
66.2,192684,-220.843
66.3,192662,-221.178
66.4,192640,-221.512
66.5,192618,-221.847
66.6,192595,-222.181
66.7,192573,-222.516
66.8,192551,-222.85
66.9,192528,-223.185
67,192506,-223.519
67.1,192484,-223.854
67.2,192461,-224.188
67.3,192439,-224.523
67.4,192416,-224.858
67.5,192394,-225.192
67.6,192371,-225.527
67.7,192349,-225.861
67.8,192326,-226.196
67.9,192303,-226.53
68,192281,-226.865
68.1,192258,-227.2
68.2,192235,-227.534
68.3,192213,-227.869
68.4,192190,-228.203
68.5,192167,-228.538
68.6,192144,-228.873
68.7,192121,-229.207
68.8,192098,-229.542
68.9,192075,-229.876
69,192052,-230.211
69.1,192029,-230.546
69.2,192006,-230.88
69.3,191983,-231.215
69.4,191960,-231.55
69.5,191936,-231.884
69.6,191913,-232.219
69.7,191890,-232.553
69.8,191867,-232.888
69.9,191843,-233.223
70,191820,-233.557
70.1,191797,-233.892
70.2,191773,-234.227
70.3,191750,-234.562
70.4,191726,-234.896
70.5,191703,-235.231
70.6,191679,-235.566
70.7,191656,-235.9
70.8,191632,-236.235
70.9,191608,-236.57
71,191585,-236.904
71.1,191561,-237.239
71.2,191537,-237.574
71.3,191513,-237.909
71.4,191490,-238.243
71.5,191466,-238.578
71.6,191442,-238.913
71.7,191418,-239.247
71.8,191394,-239.582
71.9,191370,-239.917
72,191346,-240.252
72.1,191322,-240.587
72.2,191298,-240.921
72.3,191274,-241.256
72.4,191249,-241.591
72.5,191225,-241.926
72.6,191201,-242.26
72.7,191177,-242.595
72.8,191152,-242.93
72.9,191128,-243.265
73,191104,-243.6
73.1,191079,-243.934
73.2,191055,-244.269
73.3,191031,-244.604
73.4,191006,-244.939
73.5,190981,-245.274
73.6,190957,-245.608
73.7,190932,-245.943
73.8,190908,-246.278
73.9,190883,-246.613
74,190858,-246.948
74.1,190834,-247.283
74.2,190809,-247.618
74.3,190784,-247.952
74.4,190759,-248.287
74.5,190734,-248.622
74.6,190709,-248.957
74.7,190685,-249.292
74.8,190660,-249.627
74.9,190635,-249.962
75,190610,-250.297
75.1,190584,-250.631
75.2,190559,-250.966
75.3,190534,-251.301
75.4,190509,-251.636
75.5,190484,-251.971
75.6,190459,-252.306
75.7,190433,-252.641
75.8,190408,-252.976
75.9,190383,-253.311
76,190357,-253.646
76.1,190332,-253.981
76.2,190307,-254.316
76.3,190281,-254.651
76.4,190256,-254.986
76.5,190230,-255.321
76.6,190205,-255.655
76.7,190179,-255.99
76.8,190153,-256.325
76.9,190128,-256.66
77,190102,-256.995
77.1,190076,-257.33
77.2,190050,-257.665
77.3,190025,-258
77.4,189999,-258.335
77.5,189973,-258.67
77.6,189947,-259.005
77.7,189921,-259.34
77.8,189895,-259.675
77.9,189869,-260.011
78,189843,-260.346
78.1,189817,-260.681
78.2,189791,-261.016
78.3,189765,-261.351
78.4,189739,-261.686
78.5,189712,-262.021
78.6,189686,-262.356
78.7,189660,-262.691
78.8,189634,-263.026
78.9,189607,-263.361
79,189581,-263.696
79.1,189555,-264.031
79.2,189528,-264.366
79.3,189502,-264.701
79.4,189475,-265.037
79.5,189449,-265.372
79.6,189422,-265.707
79.7,189395,-266.042
79.8,189369,-266.377
79.9,189342,-266.712
80,189315,-267.047
80.1,189289,-267.382
80.2,189262,-267.718
80.3,189235,-268.053
80.4,189208,-268.388
80.5,189181,-268.723
80.6,189154,-269.058
80.7,189127,-269.393
80.8,189101,-269.729
80.9,189074,-270.064
81,189046,-270.399
81.1,189019,-270.734
81.2,188992,-271.069
81.3,188965,-271.405
81.4,188938,-271.74
81.5,188911,-272.075
81.6,188884,-272.41
81.7,188856,-272.745
81.8,188829,-273.081
81.9,188802,-273.416
82,188774,-273.751
82.1,188747,-274.086
82.2,188719,-274.422
82.3,188692,-274.757
82.4,188664,-275.092
82.5,188637,-275.427
82.6,188609,-275.763
82.7,188582,-276.098
82.8,188554,-276.433
82.9,188526,-276.768
83,188499,-277.104
83.1,188471,-277.439
83.2,188443,-277.774
83.3,188415,-278.11
83.4,188387,-278.445
83.5,188360,-278.78
83.6,188332,-279.116
83.7,188304,-279.451
83.8,188276,-279.786
83.9,188248,-280.122
84,188220,-280.457
84.1,188192,-280.792
84.2,188163,-281.128
84.3,188135,-281.463
84.4,188107,-281.798
84.5,188079,-282.134
84.6,188051,-282.469
84.7,188022,-282.804
84.8,187994,-283.14
84.9,187966,-283.475
85,187937,-283.811
85.1,187909,-284.146
85.2,187881,-284.481
85.3,187852,-284.817
85.4,187824,-285.152
85.5,187795,-285.488
85.6,187766,-285.823
85.7,187738,-286.159
85.8,187709,-286.494
85.9,187680,-286.829
86,187652,-287.165
86.1,187623,-287.5
86.2,187594,-287.836
86.3,187565,-288.171
86.4,187537,-288.507
86.5,187508,-288.842
86.6,187479,-289.178
86.7,187450,-289.513
86.8,187421,-289.849
86.9,187392,-290.184
87,187363,-290.52
87.1,187334,-290.855
87.2,187305,-291.191
87.3,187275,-291.526
87.4,187246,-291.862
87.5,187217,-292.197
87.6,187188,-292.533
87.7,187158,-292.868
87.8,187129,-293.204
87.9,187100,-293.539
88,187070,-293.875
88.1,187041,-294.211
88.2,187011,-294.546
88.3,186982,-294.882
88.4,186952,-295.217
88.5,186923,-295.553
88.6,186893,-295.888
88.7,186864,-296.224
88.8,186834,-296.56
88.9,186804,-296.895
89,186775,-297.231
89.1,186745,-297.566
89.2,186715,-297.902
89.3,186685,-298.238
89.4,186655,-298.573
89.5,186626,-298.909
89.6,186596,-299.245
89.7,186566,-299.58
89.8,186536,-299.916
89.9,186506,-300.252
90,186476,-300.587
90.1,186445,-300.923
90.2,186415,-301.259
90.3,186385,-301.594
90.4,186355,-301.93
90.5,186325,-302.266
90.6,186295,-302.601
90.7,186264,-302.937
90.8,186234,-303.273
90.9,186204,-303.609
91,186173,-303.944
91.1,186143,-304.28
91.2,186112,-304.616
91.3,186082,-304.951
91.4,186051,-305.287
91.5,186021,-305.623
91.6,185990,-305.959
91.7,185959,-306.295
91.8,185929,-306.63
91.9,185898,-306.966
92,185867,-307.302
92.1,185837,-307.638
92.2,185806,-307.973
92.3,185775,-308.309
92.4,185744,-308.645
92.5,185713,-308.981
92.6,185682,-309.317
92.7,185651,-309.652
92.8,185620,-309.988
92.9,185589,-310.324
93,185558,-310.66
93.1,185527,-310.996
93.2,185496,-311.332
93.3,185465,-311.668
93.4,185434,-312.003
93.5,185402,-312.339
93.6,185371,-312.675
93.7,185340,-313.011
93.8,185308,-313.347
93.9,185277,-313.683
94,185246,-314.019
94.1,185214,-314.355
94.2,185183,-314.691
94.3,185151,-315.026
94.4,185120,-315.362
94.5,185088,-315.698
94.6,185057,-316.034
94.7,185025,-316.37
94.8,184993,-316.706
94.9,184962,-317.042
95,184930,-317.378
95.1,184898,-317.714
95.2,184866,-318.05
95.3,184834,-318.386
95.4,184803,-318.722
95.5,184771,-319.058
95.6,184739,-319.394
95.7,184707,-319.73
95.8,184675,-320.066
95.9,184643,-320.402
96,184611,-320.738
96.1,184578,-321.074
96.2,184546,-321.41
96.3,184514,-321.746
96.4,184482,-322.082
96.5,184450,-322.418
96.6,184417,-322.754
96.7,184385,-323.09
96.8,184353,-323.426
96.9,184320,-323.762
97,184288,-324.098
97.1,184256,-324.435
97.2,184223,-324.771
97.3,184191,-325.107
97.4,184158,-325.443
97.5,184125,-325.779
97.6,184093,-326.115
97.7,184060,-326.451
97.8,184028,-326.787
97.9,183995,-327.123
98,183962,-327.46
98.1,183929,-327.796
98.2,183896,-328.132
98.3,183864,-328.468
98.4,183831,-328.804
98.5,183798,-329.14
98.6,183765,-329.477
98.7,183732,-329.813
98.8,183699,-330.149
98.9,183666,-330.485
99,183633,-330.821
99.1,183600,-331.158
99.2,183566,-331.494
99.3,183533,-331.83
99.4,183500,-332.166
99.5,183467,-332.502
99.6,183434,-332.839
99.7,183400,-333.175
99.8,183367,-333.511
99.9,183333,-333.847
100,183300,-334.184
100.1,183267,-334.52
100.2,183233,-334.856
100.3,183200,-335.193
100.4,183166,-335.529
100.5,183132,-335.865
100.6,183099,-336.201
100.7,183065,-336.538
100.8,183032,-336.874
100.9,182998,-337.21
101,182964,-337.547
101.1,182930,-337.883
101.2,182896,-338.219
101.3,182863,-338.556
101.4,182829,-338.892
101.5,182795,-339.228
101.6,182761,-339.565
101.7,182727,-339.901
101.8,182693,-340.238
101.9,182659,-340.574
102,182625,-340.91
102.1,182591,-341.247
102.2,182556,-341.583
102.3,182522,-341.92
102.4,182488,-342.256
102.5,182454,-342.592
102.6,182419,-342.929
102.7,182385,-343.265
102.8,182351,-343.602
102.9,182316,-343.938
103,182282,-344.275
103.1,182247,-344.611
103.2,182213,-344.948
103.3,182178,-345.284
103.4,182144,-345.621
103.5,182109,-345.957
103.6,182075,-346.293
103.7,182040,-346.63
103.8,182005,-346.967
103.9,181971,-347.303
104,181936,-347.64
104.1,181901,-347.976
104.2,181866,-348.313
104.3,181831,-348.649
104.4,181796,-348.986
104.5,181761,-349.322
104.6,181726,-349.659
104.7,181691,-349.995
104.8,181656,-350.332
104.9,181621,-350.669
105,181586,-351.005
105.1,181551,-351.342
105.2,181516,-351.678
105.3,181481,-352.015
105.4,181446,-352.352
105.5,181410,-352.688
105.6,181375,-353.025
105.7,181340,-353.361
105.8,181304,-353.698
105.9,181269,-354.035
106,181233,-354.371
106.1,181198,-354.708
106.2,181162,-355.045
106.3,181127,-355.381
106.4,181091,-355.718
106.5,181056,-356.055
106.6,181020,-356.391
106.7,180984,-356.728
106.8,180949,-357.065
106.9,180913,-357.402
107,180877,-357.738
107.1,180841,-358.075
107.2,180806,-358.412
107.3,180770,-358.748
107.4,180734,-359.085
107.5,180698,-359.422
107.6,180662,-359.759
107.7,180626,-360.096
107.8,180590,-360.432
107.9,180554,-360.769
108,180518,-361.106
108.1,180481,-361.443
108.2,180445,-361.779
108.3,180409,-362.116
108.4,180373,-362.453
108.5,180337,-362.79
108.6,180300,-363.127
108.7,180264,-363.464
108.8,180228,-363.8
108.9,180191,-364.137
109,180155,-364.474
109.1,180118,-364.811
109.2,180082,-365.148
109.3,180045,-365.485
109.4,180009,-365.822
109.5,179972,-366.159
109.6,179935,-366.495
109.7,179899,-366.832
109.8,179862,-367.169
109.9,179825,-367.506
110,179788,-367.843
110.1,179751,-368.18
110.2,179715,-368.517
110.3,179678,-368.854
110.4,179641,-369.191
110.5,179604,-369.528
110.6,179567,-369.865
110.7,179530,-370.202
110.8,179493,-370.539
110.9,179456,-370.876
111,179419,-371.213
111.1,179381,-371.55
111.2,179344,-371.887
111.3,179307,-372.224
111.4,179270,-372.561
111.5,179233,-372.898
111.6,179195,-373.235
111.7,179158,-373.572
111.8,179120,-373.909
111.9,179083,-374.246
112,179046,-374.583
112.1,179008,-374.92
112.2,178971,-375.257
112.3,178933,-375.594
112.4,178895,-375.931
112.5,178858,-376.269
112.6,178820,-376.606
112.7,178782,-376.943
112.8,178745,-377.28
112.9,178707,-377.617
113,178669,-377.954
113.1,178631,-378.291
113.2,178593,-378.628
113.3,178556,-378.966
113.4,178518,-379.303
113.5,178480,-379.64
113.6,178442,-379.977
113.7,178404,-380.314
113.8,178366,-380.652
113.9,178327,-380.989
114,178289,-381.326
114.1,178251,-381.663
114.2,178213,-382
114.3,178175,-382.338
114.4,178136,-382.675
114.5,178098,-383.012
114.6,178060,-383.349
114.7,178021,-383.687
114.8,177983,-384.024
114.9,177945,-384.361
115,177906,-384.698
115.1,177868,-385.036
115.2,177829,-385.373
115.3,177791,-385.71
115.4,177752,-386.048
115.5,177713,-386.385
115.6,177675,-386.722
115.7,177636,-387.06
115.8,177597,-387.397
115.9,177558,-387.734
116,177520,-388.072
