Time,Altitude,Velocity
13.9,26539.4,1295.49
14,26668.7,1293.12
14.1,26797.7,1290.77
14.2,26926.6,1288.46
14.3,27055.2,1286.17
14.4,27183.6,1283.92
14.5,27311.8,1281.69
14.6,27439.7,1279.49
14.7,27567.4,1277.32
14.8,27695,1275.17
14.9,27822.3,1273.06
15,27949.4,1270.96
15.1,28076.3,1268.9
15.2,28202.9,1266.85
15.3,28329.4,1264.84
15.4,28455.7,1262.84
15.5,28581.8,1260.87
15.6,28707.7,1258.93
15.7,28833.4,1257
15.8,28958.9,1255.1
15.9,29084.2,1253.22
16,29209.4,1251.36
16.1,29334.3,1249.53
16.2,29459.1,1247.71
16.3,29583.7,1245.92
16.4,29708.1,1244.14
16.5,29832.3,1242.39
16.6,29956.4,1240.65
16.7,30080.3,1238.94
16.8,30204,1237.24
16.9,30327.6,1235.56
17,30451,1233.9
17.1,30574.2,1232.25
17.2,30697.2,1230.63
17.3,30820.1,1229.02
17.4,30942.9,1227.43
17.5,31065.5,1225.86
17.6,31187.9,1224.3
17.7,31310.2,1222.76
17.8,31432.3,1221.23
17.9,31554.3,1219.72
18,31676.1,1218.23
18.1,31797.8,1216.75
18.2,31919.3,1215.28
18.3,32040.7,1213.83
18.4,32161.9,1212.4
18.5,32283,1210.97
18.6,32404,1209.57
18.7,32524.8,1208.17
18.8,32645.5,1206.79
18.9,32766,1205.43
19,32886.4,1204.08
19.1,33006.7,1202.73
19.2,33126.8,1201.41
19.3,33246.8,1200.09
19.4,33366.7,1198.79
19.5,33486.5,1197.5
19.6,33606.1,1196.22
19.7,33725.6,1194.95
19.8,33845,1193.7
19.9,33964.2,1192.46
20,34083.3,1191.22
20.1,34202.3,1190
20.2,34321.2,1188.79
20.3,34440,1187.59
20.4,34558.6,1186.4
20.5,34677.1,1185.23
20.6,34795.5,1184.06
20.7,34913.8,1182.9
20.8,35032,1181.75
20.9,35150.1,1180.62
21,35268,1179.49
21.1,35385.9,1178.37
21.2,35503.6,1177.26
21.3,35621.2,1176.16
21.4,35738.7,1175.07
21.5,35856.1,1173.99
21.6,35973.4,1172.92
21.7,36090.6,1171.85
21.8,36207.7,1170.8
21.9,36324.6,1169.75
22,36441.5,1168.71
22.1,36558.3,1167.68
22.2,36674.9,1166.66
22.3,36791.5,1165.65
22.4,36908,1164.64
22.5,37024.3,1163.64
22.6,37140.6,1162.65
22.7,37256.8,1161.67
22.8,37372.8,1160.7
22.9,37488.8,1159.73
23,37604.7,1158.77
23.1,37720.5,1157.82
23.2,37836.1,1156.87
23.3,37951.7,1155.93
23.4,38067.2,1155
23.5,38182.7,1154.08
23.6,38298,1153.16
23.7,38413.2,1152.25
23.8,38528.3,1151.34
23.9,38643.4,1150.44
24,38758.3,1149.55
24.1,38873.2,1148.67
24.2,38988,1147.79
24.3,39102.7,1146.91
24.4,39217.3,1146.05
24.5,39331.8,1145.18
24.6,39446.2,1144.33
24.7,39560.6,1143.48
24.8,39674.8,1142.64
24.9,39789,1141.8
25,39903.1,1140.96
25.1,40017.1,1140.14
25.2,40131,1139.32
25.3,40244.9,1138.5
25.4,40358.7,1137.69
25.5,40472.4,1136.88
25.6,40586,1136.08
25.7,40699.5,1135.29
25.8,40812.9,1134.5
25.9,40926.3,1133.71
26,41039.6,1132.93
26.1,41152.8,1132.16
26.2,41266,1131.38
26.3,41379,1130.62
26.4,41492,1129.86
26.5,41604.9,1129.1
26.6,41717.8,1128.35
26.7,41830.5,1127.6
26.8,41943.2,1126.86
26.9,42055.8,1126.12
27,42168.4,1125.38
27.1,42280.8,1124.65
27.2,42393.2,1123.93
27.3,42505.5,1123.21
27.4,42617.8,1122.49
27.5,42730,1121.77
27.6,42842.1,1121.06
27.7,42954.1,1120.36
27.8,43066.1,1119.66
27.9,43178,1118.96
28,43289.8,1118.26
28.1,43401.5,1117.57
28.2,43513.2,1116.89
28.3,43624.9,1116.2
28.4,43736.4,1115.52
28.5,43847.9,1114.85
28.6,43959.3,1114.18
28.7,44070.7,1113.51
28.8,44181.9,1112.84
28.9,44293.2,1112.18
29,44404.3,1111.52
29.1,44515.4,1110.87
29.2,44626.4,1110.21
29.3,44737.4,1109.56
29.4,44848.3,1108.92
29.5,44959.1,1108.28
29.6,45069.9,1107.64
29.7,45180.6,1107
29.8,45291.2,1106.37
29.9,45401.8,1105.74
30,45512.3,1105.11
30.1,45622.7,1104.49
30.2,45733.1,1103.87
30.3,45843.4,1103.25
30.4,45953.7,1102.63
30.5,46063.9,1102.02
30.6,46174,1101.41
30.7,46284.1,1100.8
30.8,46394.1,1100.2
30.9,46504.1,1099.6
31,46614,1099
31.1,46723.8,1098.4
31.2,46833.6,1097.81
31.3,46943.3,1097.22
31.4,47053,1096.63
31.5,47162.6,1096.04
31.6,47272.2,1095.46
31.7,47381.6,1094.88
31.8,47491.1,1094.3
31.9,47600.5,1093.72
32,47709.8,1093.15
32.1,47819,1092.57
32.2,47928.2,1092
32.3,48037.4,1091.44
32.4,48146.5,1090.87
32.5,48255.5,1090.31
32.6,48364.5,1089.75
32.7,48473.4,1089.19
32.8,48582.2,1088.63
32.9,48691,1088.08
33,48799.8,1087.53
33.1,48908.5,1086.98
33.2,49017.1,1086.43
33.3,49125.7,1085.88
33.4,49234.3,1085.34
33.5,49342.7,1084.8
33.6,49451.2,1084.26
33.7,49559.5,1083.72
33.8,49667.9,1083.18
33.9,49776.1,1082.65
34,49884.3,1082.12
34.1,49992.5,1081.58
34.2,50100.6,1081.06
34.3,50208.7,1080.53
34.4,50316.7,1080
34.5,50424.6,1079.48
34.6,50532.5,1078.96
34.7,50640.3,1078.44
34.8,50748.1,1077.92
34.9,50855.9,1077.4
35,50963.6,1076.89
35.1,51071.2,1076.38
35.2,51178.8,1075.86
35.3,51286.3,1075.35
35.4,51393.8,1074.85
35.5,51501.2,1074.34
35.6,51608.6,1073.83
35.7,51716,1073.33
35.8,51823.2,1072.83
35.9,51930.5,1072.33
36,52037.7,1071.83
36.1,52144.8,1071.33
36.2,52251.9,1070.83
36.3,52358.9,1070.34
36.4,52465.9,1069.85
36.5,52572.8,1069.35
36.6,52679.7,1068.86
36.7,52786.5,1068.37
36.8,52893.3,1067.89
36.9,53000.1,1067.4
37,53106.8,1066.91
37.1,53213.4,1066.43
37.2,53320,1065.95
37.3,53426.6,1065.47
37.4,53533.1,1064.99
37.5,53639.5,1064.51
37.6,53745.9,1064.03
37.7,53852.3,1063.55
37.8,53958.6,1063.08
37.9,54064.8,1062.61
38,54171,1062.13
38.1,54277.2,1061.66
38.2,54383.3,1061.19
38.3,54489.4,1060.72
38.4,54595.4,1060.25
38.5,54701.4,1059.79
38.6,54807.3,1059.32
38.7,54913.2,1058.86
38.8,55019.1,1058.39
38.9,55124.9,1057.93
39,55230.6,1057.47
39.1,55336.3,1057.01
39.2,55442,1056.55
39.3,55547.6,1056.09
39.4,55653.1,1055.63
39.5,55758.6,1055.18
39.6,55864.1,1054.72
39.7,55969.5,1054.27
39.8,56074.9,1053.82
39.9,56180.3,1053.36
40,56285.6,1052.91
40.1,56390.8,1052.46
40.2,56496,1052.01
40.3,56601.2,1051.56
40.4,56706.3,1051.12
40.5,56811.3,1050.67
40.6,56916.4,1050.22
40.7,57021.3,1049.78
40.8,57126.3,1049.34
40.9,57231.2,1048.89
41,57336,1048.45
41.1,57440.8,1048.01
41.2,57545.6,1047.57
41.3,57650.3,1047.13
41.4,57754.9,1046.69
41.5,57859.6,1046.25
41.6,57964.2,1045.82
41.7,58068.7,1045.38
41.8,58173.2,1044.94
41.9,58277.6,1044.51
42,58382,1044.08
42.1,58486.4,1043.64
42.2,58590.7,1043.21
42.3,58695,1042.78
42.4,58799.2,1042.35
42.5,58903.4,1041.92
42.6,59007.6,1041.49
42.7,59111.7,1041.06
42.8,59215.8,1040.63
42.9,59319.8,1040.2
43,59423.7,1039.78
43.1,59527.7,1039.35
43.2,59631.6,1038.93
43.3,59735.4,1038.5
43.4,59839.2,1038.08
43.5,59943,1037.65
43.6,60046.7,1037.23
43.7,60150.4,1036.81
43.8,60254,1036.39
43.9,60357.6,1035.97
44,60461.2,1035.55
44.1,60564.7,1035.13
44.2,60668.2,1034.71
44.3,60771.6,1034.29
44.4,60875,1033.87
44.5,60978.3,1033.46
44.6,61081.6,1033.04
44.7,61184.9,1032.62
44.8,61288.1,1032.21
44.9,61391.3,1031.79
45,61494.4,1031.38
45.1,61597.5,1030.97
45.2,61700.6,1030.55
45.3,61803.6,1030.14
45.4,61906.6,1029.73
45.5,62009.5,1029.32
45.6,62112.4,1028.91
45.7,62215.3,1028.5
45.8,62318.1,1028.09
45.9,62420.8,1027.68
46,62523.6,1027.27
46.1,62626.2,1026.86
46.2,62728.9,1026.45
46.3,62831.5,1026.05
46.4,62934.1,1025.64
46.5,63036.6,1025.23
46.6,63139.1,1024.83
46.7,63241.5,1024.42
46.8,63343.9,1024.02
46.9,63446.3,1023.61
47,63548.6,1023.21
47.1,63650.9,1022.81
47.2,63753.1,1022.4
47.3,63855.3,1022
47.4,63957.5,1021.6
47.5,64059.6,1021.2
47.6,64161.7,1020.8
47.7,64263.7,1020.4
47.8,64365.7,1020
47.9,64467.7,1019.6
48,64569.6,1019.2
48.1,64671.5,1018.8
48.2,64773.3,1018.4
48.3,64875.1,1018
48.4,64976.9,1017.6
48.5,65078.6,1017.21
48.6,65180.3,1016.81
48.7,65281.9,1016.41
48.8,65383.5,1016.02
48.9,65485.1,1015.62
49,65586.6,1015.23
49.1,65688.1,1014.83
49.2,65789.5,1014.44
49.3,65890.9,1014.04
49.4,65992.3,1013.65
49.5,66093.6,1013.25
49.6,66194.9,1012.86
49.7,66296.2,1012.47
49.8,66397.4,1012.08
49.9,66498.5,1011.68
50,66599.7,1011.29
50.1,66700.8,1010.9
50.2,66801.8,1010.51
50.3,66902.8,1010.12
50.4,67003.8,1009.73
50.5,67104.7,1009.34
50.6,67205.6,1008.95
50.7,67306.5,1008.56
50.8,67407.3,1008.17
50.9,67508.1,1007.78
51,67608.8,1007.39
51.1,67709.5,1007
51.2,67810.2,1006.62
51.3,67910.8,1006.23
51.4,68011.4,1005.84
51.5,68111.9,1005.45
51.6,68212.4,1005.07
51.7,68312.9,1004.68
51.8,68413.3,1004.3
51.9,68513.7,1003.91
52,68614.1,1003.52
52.1,68714.4,1003.14
52.2,68814.7,1002.75
52.3,68914.9,1002.37
52.4,69015.1,1001.98
52.5,69115.3,1001.6
52.6,69215.4,1001.22
52.7,69315.5,1000.83
52.8,69415.5,1000.45
52.9,69515.5,1000.07
53,69615.5,999.684
53.1,69715.4,999.301
53.2,69815.3,998.919
53.3,69915.2,998.537
53.4,70015,998.155
53.5,70114.7,997.773
53.6,70214.5,997.392
53.7,70314.2,997.011
53.8,70413.8,996.63
53.9,70513.5,996.249
54,70613.1,995.869
54.1,70712.6,995.489
54.2,70812.1,995.109
54.3,70911.6,994.729
54.4,71011,994.35
54.5,71110.4,993.971
54.6,71209.8,993.592
54.7,71309.1,993.213
54.8,71408.4,992.834
54.9,71507.6,992.456
55,71606.8,992.078
55.1,71706,991.7
55.2,71805.1,991.322
55.3,71904.2,990.945
55.4,72003.3,990.567
55.5,72102.3,990.19
55.6,72201.3,989.814
55.7,72300.2,989.437
55.8,72399.1,989.06
55.9,72498,988.684
56,72596.8,988.308
56.1,72695.6,987.932
56.2,72794.4,987.556
56.3,72893.1,987.181
56.4,72991.8,986.806
56.5,73090.4,986.43
56.6,73189,986.056
56.7,73287.6,985.681
56.8,73386.1,985.306
56.9,73484.6,984.932
57,73583.1,984.558
57.1,73681.5,984.184
57.2,73779.9,983.81
57.3,73878.2,983.436
57.4,73976.5,983.062
57.5,74074.8,982.689
57.6,74173,982.316
57.7,74271.2,981.943
57.8,74369.4,981.57
57.9,74467.5,981.197
58,74565.6,980.825
58.1,74663.6,980.453
58.2,74761.6,980.08
58.3,74859.6,979.708
58.4,74957.5,979.336
58.5,75055.4,978.965
58.6,75153.3,978.593
58.7,75251.1,978.222
58.8,75348.9,977.851
58.9,75446.7,977.479
59,75544.4,977.108
59.1,75642,976.738
59.2,75739.7,976.367
59.3,75837.3,975.997
59.4,75934.8,975.626
59.5,76032.4,975.256
59.6,76129.9,974.886
59.7,76227.3,974.516
59.8,76324.7,974.146
59.9,76422.1,973.776
60,76519.4,973.407
60.1,76616.7,973.038
60.2,76714,972.668
60.3,76811.2,972.299
60.4,76908.4,971.93
60.5,77005.6,971.561
60.6,77102.7,971.193
60.7,77199.8,970.824
60.8,77296.8,970.456
60.9,77393.8,970.087
61,77490.8,969.719
61.1,77587.8,969.351
61.2,77684.7,968.983
61.3,77781.5,968.615
61.4,77878.3,968.247
61.5,77975.1,967.88
61.6,78071.9,967.512
61.7,78168.6,967.145
61.8,78265.3,966.778
61.9,78361.9,966.411
62,78458.5,966.044
62.1,78555.1,965.677
62.2,78651.6,965.31
62.3,78748.1,964.943
62.4,78844.6,964.577
62.5,78941,964.21
62.6,79037.4,963.844
62.7,79133.7,963.478
62.8,79230,963.112
62.9,79326.3,962.746
63,79422.5,962.38
63.1,79518.7,962.014
63.2,79614.9,961.648
63.3,79711,961.283
63.4,79807.1,960.917
63.5,79903.2,960.552
63.6,79999.2,960.187
63.7,80095.2,959.822
63.8,80191.1,959.457
63.9,80287,959.092
64,80382.9,958.727
64.1,80478.8,958.362
64.2,80574.6,957.997
64.3,80670.3,957.633
64.4,80766,957.268
64.5,80861.7,956.904
64.6,80957.4,956.54
64.7,81053,956.175
64.8,81148.6,955.811
64.9,81244.1,955.447
65,81339.6,955.083
65.1,81435.1,954.72
65.2,81530.5,954.356
65.3,81625.9,953.992
65.4,81721.3,953.629
65.5,81816.6,953.265
65.6,81911.9,952.902
65.7,82007.2,952.538
65.8,82102.4,952.175
65.9,82197.6,951.812
66,82292.7,951.449
66.1,82387.8,951.086
66.2,82482.9,950.723
66.3,82577.9,950.361
66.4,82672.9,949.998
66.5,82767.9,949.635
66.6,82862.8,949.273
66.7,82957.7,948.91
66.8,83052.6,948.548
66.9,83147.4,948.185
67,83242.2,947.823
67.1,83336.9,947.461
67.2,83431.6,947.099
67.3,83526.3,946.737
67.4,83620.9,946.375
67.5,83715.5,946.013
67.6,83810.1,945.651
67.7,83904.6,945.29
67.8,83999.1,944.928
67.9,84093.6,944.567
68,84188,944.205
68.1,84282.4,943.844
68.2,84376.7,943.482
68.3,84471.1,943.121
68.4,84565.3,942.76
68.5,84659.6,942.399
68.6,84753.8,942.038
68.7,84847.9,941.677
68.8,84942.1,941.316
68.9,85036.2,940.955
69,85130.2,940.594
69.1,85224.2,940.234
69.2,85318.2,939.873
69.3,85412.2,939.512
69.4,85506.1,939.152
69.5,85600,938.791
69.6,85693.8,938.431
69.7,85787.6,938.071
69.8,85881.4,937.711
69.9,85975.1,937.35
70,86068.8,936.99
70.1,86162.5,936.63
70.2,86256.1,936.27
70.3,86349.7,935.91
70.4,86443.3,935.55
70.5,86536.8,935.191
70.6,86630.3,934.831
70.7,86723.7,934.471
70.8,86817.1,934.112
70.9,86910.5,933.752
71,87003.8,933.392
71.1,87097.2,933.033
71.2,87190.4,932.674
71.3,87283.7,932.314
71.4,87376.8,931.955
71.5,87470,931.596
71.6,87563.1,931.237
71.7,87656.2,930.877
71.8,87749.3,930.518
71.9,87842.3,930.159
72,87935.3,929.801
72.1,88028.2,929.442
72.2,88121.1,929.083
72.3,88214,928.724
72.4,88306.8,928.365
72.5,88399.6,928.007
72.6,88492.4,927.648
72.7,88585.1,927.289
72.8,88677.8,926.931
72.9,88770.5,926.573
73,88863.1,926.214
73.1,88955.7,925.856
73.2,89048.2,925.497
73.3,89140.7,925.139
73.4,89233.2,924.781
73.5,89325.7,924.423
73.6,89418.1,924.065
73.7,89510.4,923.707
73.8,89602.8,923.349
73.9,89695.1,922.991
74,89787.3,922.633
74.1,89879.6,922.275
74.2,89971.8,921.917
74.3,90063.9,921.559
74.4,90156,921.202
74.5,90248.1,920.844
74.6,90340.2,920.487
74.7,90432.2,920.129
74.8,90524.2,919.771
74.9,90616.1,919.414
75,90708,919.057
75.1,90799.9,918.699
75.2,90891.7,918.342
75.3,90983.5,917.985
75.4,91075.3,917.627
75.5,91167,917.27
75.6,91258.7,916.913
75.7,91350.3,916.556
75.8,91442,916.199
75.9,91533.5,915.842
76,91625.1,915.485
76.1,91716.6,915.128
76.2,91808.1,914.771
76.3,91899.5,914.414
76.4,91990.9,914.057
76.5,92082.3,913.701
76.6,92173.6,913.344
76.7,92264.9,912.987
76.8,92356.2,912.63
76.9,92447.4,912.274
77,92538.6,911.917
77.1,92629.8,911.561
77.2,92720.9,911.204
77.3,92812,910.848
77.4,92903,910.492
77.5,92994,910.135
77.6,93085,909.779
77.7,93176,909.423
77.8,93266.9,909.066
77.9,93357.7,908.71
78,93448.6,908.354
78.1,93539.4,907.998
78.2,93630.1,907.642
78.3,93720.9,907.286
78.4,93811.6,906.93
78.5,93902.2,906.574
78.6,93992.8,906.218
78.7,94083.4,905.862
78.8,94174,905.506
78.9,94264.5,905.15
79,94355,904.795
79.1,94445.4,904.439
79.2,94535.8,904.083
79.3,94626.2,903.727
79.4,94716.5,903.372
79.5,94806.8,903.016
79.6,94897.1,902.661
79.7,94987.3,902.305
79.8,95077.5,901.95
79.9,95167.7,901.594
80,95257.8,901.239
80.1,95347.9,900.883
80.2,95437.9,900.528
80.3,95528,900.173
80.4,95617.9,899.818
80.5,95707.9,899.462
80.6,95797.8,899.107
80.7,95887.7,898.752
80.8,95977.5,898.397
80.9,96067.3,898.042
81,96157.1,897.687
81.1,96246.8,897.332
81.2,96336.5,896.977
81.3,96426.2,896.622
81.4,96515.8,896.267
81.5,96605.4,895.912
81.6,96695,895.557
81.7,96784.5,895.202
81.8,96874,894.847
81.9,96963.4,894.493
82,97052.8,894.138
82.1,97142.2,893.783
82.2,97231.5,893.428
82.3,97320.9,893.074
82.4,97410.1,892.719
82.5,97499.4,892.365
82.6,97588.6,892.01
82.7,97677.7,891.656
82.8,97766.9,891.301
82.9,97856,890.947
83,97945,890.592
83.1,98034,890.238
83.2,98123,889.883
83.3,98212,889.529
83.4,98300.9,889.175
83.5,98389.8,888.821
83.6,98478.6,888.466
83.7,98567.4,888.112
83.8,98656.2,887.758
83.9,98745,887.404
84,98833.7,887.05
84.1,98922.3,886.696
84.2,99011,886.342
84.3,99099.6,885.988
84.4,99188.1,885.634
84.5,99276.7,885.28
84.6,99365.1,884.926
84.7,99453.6,884.572
84.8,99542,884.218
84.9,99630.4,883.864
85,99718.8,883.51
85.1,99807.1,883.156
85.2,99895.4,882.803
85.3,99983.6,882.449
85.4,100072,882.095
85.5,100160,881.741
85.6,100248,881.388
85.7,100336,881.034
85.8,100424,880.681
85.9,100512,880.327
86,100600,879.973
86.1,100688,879.62
86.2,100776,879.266
86.3,100864,878.913
86.4,100952,878.56
86.5,101040,878.206
86.6,101128,877.853
86.7,101215,877.499
86.8,101303,877.146
86.9,101391,876.793
87,101478,876.44
87.1,101566,876.086
87.2,101654,875.733
87.3,101741,875.38
87.4,101829,875.027
87.5,101916,874.674
87.6,102003,874.32
87.7,102091,873.967
87.8,102178,873.614
87.9,102266,873.261
88,102353,872.908
88.1,102440,872.555
88.2,102527,872.202
88.3,102615,871.849
88.4,102702,871.496
88.5,102789,871.144
88.6,102876,870.791
88.7,102963,870.438
88.8,103050,870.085
88.9,103137,869.732
89,103224,869.38
89.1,103311,869.027
89.2,103398,868.674
89.3,103484,868.321
89.4,103571,867.969
89.5,103658,867.616
89.6,103745,867.264
89.7,103831,866.911
89.8,103918,866.558
89.9,104005,866.206
90,104091,865.853
90.1,104178,865.501
90.2,104264,865.148
90.3,104351,864.796
90.4,104437,864.444
90.5,104524,864.091
90.6,104610,863.739
90.7,104696,863.386
90.8,104783,863.034
90.9,104869,862.682
91,104955,862.33
91.1,105041,861.977
91.2,105128,861.625
91.3,105214,861.273
91.4,105300,860.921
91.5,105386,860.569
91.6,105472,860.216
91.7,105558,859.864
91.8,105644,859.512
91.9,105730,859.16
92,105816,858.808
92.1,105901,858.456
92.2,105987,858.104
92.3,106073,857.752
92.4,106159,857.4
92.5,106244,857.048
92.6,106330,856.696
92.7,106416,856.345
92.8,106501,855.993
92.9,106587,855.641
93,106672,855.289
93.1,106758,854.937
93.2,106843,854.585
93.3,106929,854.234
93.4,107014,853.882
93.5,107100,853.53
93.6,107185,853.179
93.7,107270,852.827
93.8,107355,852.475
93.9,107441,852.124
94,107526,851.772
94.1,107611,851.421
94.2,107696,851.069
94.3,107781,850.717
94.4,107866,850.366
94.5,107951,850.014
94.6,108036,849.663
94.7,108121,849.312
94.8,108206,848.96
94.9,108291,848.609
95,108376,848.257
95.1,108460,847.906
95.2,108545,847.555
95.3,108630,847.203
95.4,108715,846.852
95.5,108799,846.501
95.6,108884,846.15
95.7,108968,845.798
95.8,109053,845.447
95.9,109137,845.096
96,109222,844.745
96.1,109306,844.394
96.2,109391,844.043
96.3,109475,843.691
96.4,109560,843.34
96.5,109644,842.989
96.6,109728,842.638
96.7,109812,842.287
96.8,109896,841.936
96.9,109981,841.585
97,110065,841.234
97.1,110149,840.883
97.2,110233,840.533
97.3,110317,840.182
97.4,110401,839.831
97.5,110485,839.48
97.6,110569,839.129
97.7,110653,838.778
97.8,110736,838.427
97.9,110820,838.077
98,110904,837.726
98.1,110988,837.375
98.2,111072,837.025
98.3,111155,836.674
98.4,111239,836.323
98.5,111322,835.972
98.6,111406,835.622
98.7,111490,835.271
98.8,111573,834.921
98.9,111656,834.57
99,111740,834.22
99.1,111823,833.869
99.2,111907,833.518
99.3,111990,833.168
99.4,112073,832.818
99.5,112156,832.467
99.6,112240,832.117
99.7,112323,831.766
99.8,112406,831.416
99.9,112489,831.065
100,112572,830.715
100.1,112655,830.365
100.2,112738,830.014
100.3,112821,829.664
100.4,112904,829.314
100.5,112987,828.964
100.6,113070,828.613
100.7,113153,828.263
100.8,113235,827.913
100.9,113318,827.563
101,113401,827.213
101.1,113484,826.862
101.2,113566,826.512
101.3,113649,826.162
101.4,113731,825.812
101.5,113814,825.462
101.6,113897,825.112
101.7,113979,824.762
101.8,114061,824.412
101.9,114144,824.062
102,114226,823.712
102.1,114309,823.362
102.2,114391,823.012
102.3,114473,822.662
102.4,114555,822.312
102.5,114638,821.962
102.6,114720,821.613
102.7,114802,821.263
102.8,114884,820.913
102.9,114966,820.563
103,115048,820.213
103.1,115130,819.864
103.2,115212,819.514
103.3,115294,819.164
103.4,115376,818.814
103.5,115458,818.465
103.6,115539,818.115
103.7,115621,817.765
103.8,115703,817.416
103.9,115785,817.066
104,115866,816.716
104.1,115948,816.367
104.2,116030,816.017
104.3,116111,815.668
104.4,116193,815.318
104.5,116274,814.969
104.6,116356,814.619
104.7,116437,814.27
104.8,116518,813.92
104.9,116600,813.571
105,116681,813.221
105.1,116762,812.872
105.2,116844,812.523
105.3,116925,812.173
105.4,117006,811.824
105.5,117087,811.475
105.6,117168,811.125
105.7,117249,810.776
105.8,117330,810.427
105.9,117411,810.077
106,117492,809.728
106.1,117573,809.379
106.2,117654,809.03
106.3,117735,808.681
106.4,117816,808.331
106.5,117897,807.982
106.6,117978,807.633
106.7,118058,807.284
106.8,118139,806.935
106.9,118220,806.586
107,118300,806.237
107.1,118381,805.888
107.2,118461,805.539
107.3,118542,805.19
107.4,118622,804.841
107.5,118703,804.492
107.6,118783,804.143
107.7,118864,803.794
107.8,118944,803.445
107.9,119024,803.096
108,119105,802.747
108.1,119185,802.398
108.2,119265,802.049
108.3,119345,801.701
108.4,119425,801.352
108.5,119505,801.003
108.6,119585,800.654
108.7,119665,800.305
108.8,119745,799.957
108.9,119825,799.608
109,119905,799.259
109.1,119985,798.91
109.2,120065,798.562
109.3,120145,798.213
109.4,120225,797.864
109.5,120304,797.516
109.6,120384,797.167
109.7,120464,796.819
109.8,120544,796.47
109.9,120623,796.121
110,120703,795.773
110.1,120782,795.424
110.2,120862,795.076
110.3,120941,794.727
110.4,121021,794.379
